sha1,n,splits,cross_split,type,split_a,path_a,class_a,split_b,path_b,class_b,ahash_distance
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000342_cast_def_0_4523.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000359_cast_def_0_4766.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000360_cast_def_0_6489.jpeg,defective,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000377_cast_def_0_1895.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000394_cast_def_0_8126.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000434_cast_def_0_8797.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000443_cast_def_0_4232.jpeg,defective,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000451_cast_def_0_3317.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000465_cast_def_0_9065.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000534_cast_def_0_8774.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000537_cast_def_0_1999.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000557_cast_def_0_6963.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000560_cast_def_0_7490.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000573_cast_def_0_7583.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000592_cast_def_0_6622.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000613_cast_def_0_6410.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000667_cast_def_0_6052.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000690_cast_def_0_880.jpeg,defective,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000004_cast_ok_0_5579.jpeg,ok,val,data/processed/val/defective/000705_cast_def_0_7939.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000005_cast_ok_0_2440.jpeg,ok,val,data/processed/val/ok/000002_cast_ok_0_3431.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000005_cast_ok_0_2440.jpeg,ok,val,data/processed/val/ok/000011_cast_ok_0_6763.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000005_cast_ok_0_2440.jpeg,ok,val,data/processed/val/ok/000188_cast_ok_0_9174.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000005_cast_ok_0_2440.jpeg,ok,val,data/processed/val/ok/000459_cast_ok_0_532.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000005_cast_ok_0_2440.jpeg,ok,val,data/processed/val/defective/000130_cast_def_0_6687.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000005_cast_ok_0_2440.jpeg,ok,val,data/processed/val/defective/000145_cast_def_0_5925.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000005_cast_ok_0_2440.jpeg,ok,val,data/processed/val/defective/000149_cast_def_0_6129.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000005_cast_ok_0_2440.jpeg,ok,val,data/processed/val/defective/000713_cast_def_0_8846.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000005_cast_ok_0_2440.jpeg,ok,val,data/processed/val/defective/000714_cast_def_0_5641.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000079_cast_ok_0_2949.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000148_cast_ok_0_9543.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000178_cast_ok_0_4723.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000180_cast_ok_0_880.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000210_cast_ok_0_9070.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000236_cast_ok_0_1970.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000238_cast_ok_0_9751.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000258_cast_ok_0_5717.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000289_cast_ok_0_3052.jpeg,ok,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000308_cast_ok_0_8210.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000417_cast_ok_0_3593.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000429_cast_ok_0_1173.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000431_cast_ok_0_4908.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000445_cast_ok_0_1132.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000476_cast_ok_0_4904.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000496_cast_ok_0_7094.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000500_cast_ok_0_9631.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/ok/000511_cast_ok_0_1514.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000127_cast_def_0_3188.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000140_cast_def_0_2572.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000143_cast_def_0_2657.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000257_cast_def_0_9351.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000290_cast_def_0_9914.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000297_cast_def_0_9658.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000309_cast_def_0_70.jpeg,defective,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000322_cast_def_0_4241.jpeg,defective,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000329_cast_def_0_9558.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000360_cast_def_0_6489.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000434_cast_def_0_8797.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000443_cast_def_0_4232.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000451_cast_def_0_3317.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000557_cast_def_0_6963.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000573_cast_def_0_7583.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000610_cast_def_0_4499.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000638_cast_def_0_1915.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000669_cast_def_0_6484.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000715_cast_def_0_2793.jpeg,defective,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000006_cast_ok_0_4735.jpeg,ok,val,data/processed/val/defective/000736_cast_def_0_3882.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000018_cast_ok_0_7051.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000129_cast_ok_0_9941.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000197_cast_ok_0_6303.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000228_cast_ok_0_6492.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000244_cast_ok_0_6291.jpeg,ok,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000269_cast_ok_0_607.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000292_cast_ok_0_8196.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000312_cast_ok_0_9895.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000316_cast_ok_0_9843.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000335_cast_ok_0_6508.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000408_cast_ok_0_2327.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000510_cast_ok_0_1841.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/ok/000552_cast_ok_0_4178.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/defective/000027_cast_def_0_5930.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/defective/000084_cast_def_0_6625.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/defective/000108_cast_def_0_8807.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/defective/000142_cast_def_0_1825.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/defective/000190_cast_def_0_5225.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/defective/000298_cast_def_0_19.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/defective/000576_cast_def_0_95.jpeg,defective,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/defective/000577_cast_def_0_9043.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/defective/000583_cast_def_0_8599.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000007_cast_ok_0_6704.jpeg,ok,val,data/processed/val/defective/000682_cast_def_0_5443.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000117_cast_ok_0_7834.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000179_cast_ok_0_8351.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000183_cast_ok_0_701.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000217_cast_ok_0_3311.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000329_cast_ok_0_6593.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000336_cast_ok_0_4031.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000338_cast_ok_0_565.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000356_cast_ok_0_7880.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000393_cast_ok_0_9822.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000423_cast_ok_0_1077.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000480_cast_ok_0_82.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000494_cast_ok_0_8536.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000553_cast_ok_0_3149.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000554_cast_ok_0_1519.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000558_cast_ok_0_3450.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/ok/000569_cast_ok_0_9183.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000015_cast_def_0_1408.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000051_cast_def_0_6636.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000071_cast_def_0_5084.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000077_cast_def_0_1761.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000097_cast_def_0_1107.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000135_cast_def_0_9198.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000154_cast_def_0_8611.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000157_cast_def_0_7259.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000169_cast_def_0_3880.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000226_cast_def_0_7215.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000296_cast_def_0_7144.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000308_cast_def_0_4149.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000345_cast_def_0_5711.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000346_cast_def_0_9604.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000483_cast_def_0_9576.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000567_cast_def_0_3961.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000575_cast_def_0_4848.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000645_cast_def_0_4428.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000008_cast_ok_0_3508.jpeg,ok,val,data/processed/val/defective/000739_cast_def_0_5921.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000009_cast_ok_0_6666.jpeg,ok,val,data/processed/val/ok/000002_cast_ok_0_3431.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000009_cast_ok_0_6666.jpeg,ok,val,data/processed/val/ok/000011_cast_ok_0_6763.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000009_cast_ok_0_6666.jpeg,ok,val,data/processed/val/ok/000188_cast_ok_0_9174.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000009_cast_ok_0_6666.jpeg,ok,val,data/processed/val/ok/000459_cast_ok_0_532.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000009_cast_ok_0_6666.jpeg,ok,val,data/processed/val/defective/000130_cast_def_0_6687.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000009_cast_ok_0_6666.jpeg,ok,val,data/processed/val/defective/000145_cast_def_0_5925.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000009_cast_ok_0_6666.jpeg,ok,val,data/processed/val/defective/000149_cast_def_0_6129.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000009_cast_ok_0_6666.jpeg,ok,val,data/processed/val/defective/000713_cast_def_0_8846.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000009_cast_ok_0_6666.jpeg,ok,val,data/processed/val/defective/000714_cast_def_0_5641.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000009_cast_ok_0_8302.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000036_cast_ok_0_4142.jpeg,ok,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000063_cast_ok_0_294.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000114_cast_ok_0_3348.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000125_cast_ok_0_8673.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000138_cast_ok_0_8593.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000185_cast_ok_0_3842.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000205_cast_ok_0_2738.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000218_cast_ok_0_5924.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000247_cast_ok_0_3083.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000284_cast_ok_0_6208.jpeg,ok,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000305_cast_ok_0_8594.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000333_cast_ok_0_9161.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000381_cast_ok_0_1040.jpeg,ok,1.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000469_cast_ok_0_3285.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000498_cast_ok_0_424.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000547_cast_ok_0_4236.jpeg,ok,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/ok/000567_cast_ok_0_8741.jpeg,ok,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000008_cast_def_0_3534.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000032_cast_def_0_3488.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000043_cast_def_0_4540.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000047_cast_def_0_9553.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000150_cast_def_0_9515.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000159_cast_def_0_5806.jpeg,defective,2.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000195_cast_def_0_8732.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000219_cast_def_0_5360.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000262_cast_def_0_1918.jpeg,defective,3.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000282_cast_def_0_7343.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000285_cast_def_0_3469.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000301_cast_def_0_7637.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000306_cast_def_0_9283.jpeg,defective,4.0
,,,,near_cross_split_example,train,data/processed/train/ok/000010_cast_ok_0_9632.jpeg,ok,val,data/processed/val/defective/000340_cast_def_0_7816.jpeg,defective,4.0
